암호화요양기호,요양기관명,유형코드,유형코드명,일반식 가산여부,산정인원수,치료식 등급
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,소망요양병원,2,조리사,Y,2,
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,다나수의원,1,영양사,N,0,N
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,다나수의원,2,조리사,Y,1,N
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,부산숨이비인후과의원,1,영양사,N,0,N
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,부산숨이비인후과의원,2,조리사,N,0,N
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,행복한연합의원,1,영양사,N,0,
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,행복한연합의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,양정분산부인과의원,1,영양사,Y,1,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,양정분산부인과의원,2,조리사,Y,2,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,세원정형외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,세원정형외과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,정우산부인과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,정우산부인과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,서울의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,서울의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNzEjJDEjJDgjJDgz,적성이강흉부외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNzEjJDEjJDgjJDgz,적성이강흉부외과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,현내과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,현내과의원,2,조리사,N,0,N
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,인정병원,1,영양사,N,0,N
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,인정병원,2,조리사,N,0,N
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,코리아병원,1,영양사,N,1,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,코리아병원,2,조리사,N,1,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,의료법인 원중의료재단 우리내일병원,1,영양사,N,1,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,의료법인 원중의료재단 우리내일병원,2,조리사,Y,2,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz,더와이즈황병원,1,영양사,N,0,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz,더와이즈황병원,2,조리사,N,0,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,한솔병원,1,영양사,N,0,N
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,한솔병원,2,조리사,N,0,N
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNjEjJDEjJDAjJDgz,사랑요양병원,1,영양사,Y,2,N
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNjEjJDEjJDAjJDgz,사랑요양병원,2,조리사,Y,3,2
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,의료법인정애의료재단서울초이스병원,1,영양사,N,1,N
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,의료법인정애의료재단서울초이스병원,2,조리사,N,0,N
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,세흥병원,1,영양사,Y,2,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,세흥병원,2,조리사,Y,2,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,하나병원,1,영양사,Y,2,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,하나병원,2,조리사,Y,2,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNzEjJDEjJDgjJDgz,화명일신기독병원(재단법인 한.호기독교선교회),1,영양사,Y,3,4
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNzEjJDEjJDgjJDgz,화명일신기독병원(재단법인 한.호기독교선교회),2,조리사,Y,3,2
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQwMyQzNjEyMjIjNzEjJDEjJDgjJDgz,아이본산부인과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQwMyQzNjEyMjIjNzEjJDEjJDgjJDgz,아이본산부인과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQyIyQzIyQwMCQyNjEwMDIjODEjJDEjJDYjJDgz,늘푸른외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQyIyQzIyQwMCQyNjEwMDIjODEjJDEjJDYjJDgz,늘푸른외과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,김정우외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,김정우외과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,우리들정형외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,우리들정형외과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNTEjJDEjJDIjJDgz,오남삼성의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNTEjJDEjJDIjJDgz,오남삼성의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,위성정형외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,위성정형외과의원,2,조리사,Y,1,N
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,손인환한의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,손인환한의원,2,조리사,N,0,N
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,장수군보건의료원,1,영양사,N,0,N
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,장수군보건의료원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz,중앙산부인과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz,중앙산부인과의원,2,조리사,Y,3,2
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDgjJDgz,의료법인운양의료재단장스365의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDgjJDgz,의료법인운양의료재단장스365의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,연세내과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,연세내과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz,한양성모의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz,한양성모의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,송림한의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,송림한의원,2,조리사,Y,1,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,원천의료재단 중화한방병원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,원천의료재단 중화한방병원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,이언도한의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,이언도한의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,염광의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,염광의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,남정우산부인과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,남정우산부인과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,우먼필산부인과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,우먼필산부인과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjODEjJDEjJDIjJDgz,두리신경외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjODEjJDEjJDIjJDgz,두리신경외과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,한빛정형외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,한빛정형외과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,연수함문외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,연수함문외과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,송도외과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,송도외과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,현대의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,현대의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ4OSQzNjE4MzIjNDEjJDEjJDQjJDgz,박영자산부인과의원,1,영양사,N,0,N
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ4OSQzNjE4MzIjNDEjJDEjJDQjJDgz,박영자산부인과의원,2,조리사,N,0,N
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,강원도강릉의료원,1,영양사,N,1,N
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,강원도강릉의료원,2,조리사,N,1,N
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDQjJDgz,홍천아산병원,1,영양사,Y,2,N
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDQjJDgz,홍천아산병원,2,조리사,Y,6,1
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,의산의료재단 강릉고려병원,1,영양사,Y,2,N
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,의산의료재단 강릉고려병원,2,조리사,Y,2,N
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,강릉아산병원,1,영양사,Y,3,4
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,강릉아산병원,2,조리사,Y,2,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,재단법인베스티안재단베스티안서울병원,1,영양사,Y,2,
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,재단법인베스티안재단베스티안서울병원,2,조리사,Y,2,
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,교원한방병원,1,영양사,Y,2,
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,교원한방병원,2,조리사,Y,3,2
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,나으람의원,1,영양사,N,0,
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,나으람의원,2,조리사,N,0,
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,강동본터치정형외과의원,1,영양사,N,0,
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,강동본터치정형외과의원,2,조리사,N,0,
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,인성한의원,1,영양사,N,0,
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,인성한의원,2,조리사,N,0,
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,프라임한의원,1,영양사,N,0,
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,프라임한의원,2,조리사,N,0,
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,선한병원,1,영양사,Y,2,
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,선한병원,2,조리사,Y,3,2
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,휴병원,1,영양사,Y,2,
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,휴병원,2,조리사,Y,2,
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,치유본한의원,1,영양사,N,0,
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,치유본한의원,2,조리사,Y,1,
JDQ4MTg4MSM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,서울바른병원,1,영양사,Y,2,
JDQ4MTg4MSM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,서울바른병원,2,조리사,Y,2,
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,편안한허니연세정형외과의원,1,영양사,N,0,N
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,편안한허니연세정형외과의원,2,조리사,Y,1,N
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,이광연합의원,1,영양사,N,0,N
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,이광연합의원,2,조리사,N,0,N
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNjEjJDEjJDAjJDgz,고려한사랑정형외과의원,1,영양사,N,0,
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNjEjJDEjJDAjJDgz,고려한사랑정형외과의원,2,조리사,Y,1,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,더행복요양병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,더행복요양병원,2,조리사,Y,2,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNjEjJDEjJDgjJDgz,정관현대의원,1,영양사,N,0,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNjEjJDEjJDgjJDgz,정관현대의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQyIyQxIyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,운정서울대효요양병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQyIyQxIyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,운정서울대효요양병원,2,조리사,Y,4,2
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz,열경요양병원,1,영양사,Y,2,N
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz,열경요양병원,2,조리사,Y,2,N
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,광덕안정한의원,1,영양사,N,0,
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,광덕안정한의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDQjJDgz,용인S한방병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDQjJDgz,용인S한방병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,도솔한방병원,1,영양사,Y,2,
